seq,year,orig_name,rel_path,size_bytes,lines,encoding,has_chinese,platform_features,md5_12,unreadable,normalized_rel
236,2023年度精选策略,40.再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt,2023年度精选策略\40.再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt,5210,141,utf-8,True,initialize|run_weekly|set_benchmark|order_target_value,fdee3cd21d8d,False,normalized\2023年度精选策略\40.再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt
237,2023年度精选策略,41.大盘拥挤率极速版-180天3秒.txt,2023年度精选策略\41.大盘拥挤率极速版-180天3秒.txt,1528,46,utf-8,True,get_price,8ac101b74625,False,normalized\2023年度精选策略\41.大盘拥挤率极速版-180天3秒.txt
238,2023年度精选策略,42.二板排板战法研究.txt,2023年度精选策略\42.二板排板战法研究.txt,20147,366,utf-8,True,initialize|run_daily|set_benchmark|set_universe|order_value|get_price|get_fundamentals,85cd5a3fc01e,False,normalized\2023年度精选策略\42.二板排板战法研究.txt
239,2023年度精选策略,43.集合竞价摸奖策略1.0-致敬2022.txt,2023年度精选策略\43.集合竞价摸奖策略1.0-致敬2022.txt,14197,312,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price|get_fundamentals,3009e3b9051e,False,normalized\2023年度精选策略\43.集合竞价摸奖策略1.0-致敬2022.txt
240,2023年度精选策略,44.海龟突破系统，19-21年化150，无未来函数和过拟合.txt,2023年度精选策略\44.海龟突破系统，19-21年化150，无未来函数和过拟合.txt,4584,102,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price,ccc2482d6ca3,False,normalized\2023年度精选策略\44.海龟突破系统，19-21年化150，无未来函数和过拟合.txt
241,2023年度精选策略,45.敢于直接实盘的—八仙过海V2.txt,2023年度精选策略\45.敢于直接实盘的—八仙过海V2.txt,9915,259,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,c27cfbb00226,False,normalized\2023年度精选策略\45.敢于直接实盘的—八仙过海V2.txt
242,2023年度精选策略,46.年化46%的北向资金+20日涨幅的创业板策略.txt,2023年度精选策略\46.年化46%的北向资金+20日涨幅的创业板策略.txt,6476,142,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value,cefd3e2cc53d,False,normalized\2023年度精选策略\46.年化46%的北向资金+20日涨幅的创业板策略.txt
243,2023年度精选策略,47.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,2023年度精选策略\47.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,8581,190,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,306c53777921,False,normalized\2023年度精选策略\47.动量ETF轮动-RSRS择时-卡尔曼滤波.txt
244,2023年度精选策略,48.【漂亮50 2.0止损版本】为了降低回撤，加入择时止损模块.txt,2023年度精选策略\48.【漂亮50 2.0止损版本】为了降低回撤，加入择时止损模块.txt,14543,351,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,74ee6c30d49f,False,normalized\2023年度精选策略\48.【漂亮50 2.0止损版本】为了降低回撤，加入择时止损模块.txt
245,2023年度精选策略,49.【7日趋势】交易策略.txt,2023年度精选策略\49.【7日趋势】交易策略.txt,15135,424,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_value|get_price|get_fundamentals,76b7330a57c0,False,normalized\2023年度精选策略\49.【7日趋势】交易策略.txt
246,2023年度精选策略,5.87.5%胜率之分歧反包二板.txt,2023年度精选策略\5.87.5%胜率之分歧反包二板.txt,18262,303,utf-8,True,initialize|run_daily|set_benchmark|set_universe|order_value|get_price,2a60c3824cd6,False,normalized\2023年度精选策略\5.87.5%胜率之分歧反包二板.txt
247,2023年度精选策略,50.缠论交易策略.txt,2023年度精选策略\50.缠论交易策略.txt,28199,583,utf-8,True,initialize|run_daily|set_benchmark,2c5bfdb51ff6,False,normalized\2023年度精选策略\50.缠论交易策略.txt
248,2023年度精选策略,51.龙头战法之单阳不破.txt,2023年度精选策略\51.龙头战法之单阳不破.txt,16672,306,utf-8,True,initialize|before_trading_start|after_trading_end|set_benchmark|set_universe|get_price|get_fundamentals,5ae278a6a8da,False,normalized\2023年度精选策略\51.龙头战法之单阳不破.txt
249,2023年度精选策略,52.筹码选股.txt,2023年度精选策略\52.筹码选股.txt,11764,286,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|order_value|get_fundamentals,811eb1437ee7,False,normalized\2023年度精选策略\52.筹码选股.txt
250,2023年度精选策略,53.利用聚宽的数据库，研究基金.txt,2023年度精选策略\53.利用聚宽的数据库，研究基金.txt,2641,179,utf-8,True,get_price,f0a6c03b5e68,False,normalized\2023年度精选策略\53.利用聚宽的数据库，研究基金.txt
251,2023年度精选策略,54.ETF轮动策略-入门1.0.txt,2023年度精选策略\54.ETF轮动策略-入门1.0.txt,13582,290,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,2dbd8b7260b7,False,normalized\2023年度精选策略\54.ETF轮动策略-入门1.0.txt
252,2023年度精选策略,55.【分享】券商金股组合增强.txt,2023年度精选策略\55.【分享】券商金股组合增强.txt,35158,1157,utf-8,True,initialize|run_weekly|run_monthly|before_trading_start|set_benchmark|order_target_value|get_price,b10157e17af4,False,normalized\2023年度精选策略\55.【分享】券商金股组合增强.txt
253,2023年度精选策略,56.韶华研究之五-ETF轮动，躺赚，夏普2.txt,2023年度精选策略\56.韶华研究之五-ETF轮动，躺赚，夏普2.txt,16865,335,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price,5c9d9bf92316,False,normalized\2023年度精选策略\56.韶华研究之五-ETF轮动，躺赚，夏普2.txt
254,2023年度精选策略,57.韶华研究之四-菲阿里四阶在T+1的短线策略应用.txt,2023年度精选策略\57.韶华研究之四-菲阿里四阶在T+1的短线策略应用.txt,15606,324,utf-8,True,initialize|handle_data|run_daily|before_trading_start|set_benchmark|order_target_value|get_price,ac48535d3288,False,normalized\2023年度精选策略\57.韶华研究之四-菲阿里四阶在T+1的短线策略应用.txt
255,2023年度精选策略,58.北向RSRS与布林带择时.txt,2023年度精选策略\58.北向RSRS与布林带择时.txt,7933,237,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,7f9882204193,False,normalized\2023年度精选策略\58.北向RSRS与布林带择时.txt
256,2023年度精选策略,59.可能是最接近实盘的“基本面三角.txt,2023年度精选策略\59.可能是最接近实盘的“基本面三角.txt,17136,393,utf-8,True,run_daily|set_benchmark|order_target_value|get_fundamentals,4d2badcb0ec7,False,normalized\2023年度精选策略\59.可能是最接近实盘的“基本面三角.txt
257,2023年度精选策略,6.21年度6.为了挣点积分自己实盘的策略分享出来.txt,2023年度精选策略\6.21年度6.为了挣点积分自己实盘的策略分享出来.txt,9985,243,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value|order_value,7e37a4e18835,False,normalized\2023年度精选策略\6.21年度6.为了挣点积分自己实盘的策略分享出来.txt
258,2023年度精选策略,60.抄底神器2.0，低回撤，高成功率，无未来函数.txt,2023年度精选策略\60.抄底神器2.0，低回撤，高成功率，无未来函数.txt,8118,173,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_fundamentals,a1d91eca3597,False,normalized\2023年度精选策略\60.抄底神器2.0，低回撤，高成功率，无未来函数.txt
259,2023年度精选策略,61.分享一个最近两年非常有效的因子.txt,2023年度精选策略\61.分享一个最近两年非常有效的因子.txt,3285,74,utf-8,True,initialize|run_monthly|set_benchmark|order_value,091fee38cd01,False,normalized\2023年度精选策略\61.分享一个最近两年非常有效的因子.txt
260,2023年度精选策略,62.3年复合200+%收益+超低回撤11%以内，无惧大跌.txt,2023年度精选策略\62.3年复合200+%收益+超低回撤11%以内，无惧大跌.txt,29102,547,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,2c75edd0f2b0,False,normalized\2023年度精选策略\62.3年复合200+%收益+超低回撤11%以内，无惧大跌.txt
261,2023年度精选策略,63.A股最强板块动量趋势（最终版）.txt,2023年度精选策略\63.A股最强板块动量趋势（最终版）.txt,13515,394,utf-8,True,get_price,48ed4870406a,False,normalized\2023年度精选策略\63.A股最强板块动量趋势（最终版）.txt
262,2023年度精选策略,64.韶华研究之七--不可多得的基本面三角.txt,2023年度精选策略\64.韶华研究之七--不可多得的基本面三角.txt,14301,318,utf-8,True,run_daily|set_benchmark|order_target_value|get_fundamentals,c68ec9bbbbbc,False,normalized\2023年度精选策略\64.韶华研究之七--不可多得的基本面三角.txt
263,2023年度精选策略,65.PB-POE+双均线--加入jq以来第一个成功的交易策略 一.txt,2023年度精选策略\65.PB-POE+双均线--加入jq以来第一个成功的交易策略 一.txt,4959,136,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value|get_fundamentals,8d000bf3ccc3,False,normalized\2023年度精选策略\65.PB-POE+双均线--加入jq以来第一个成功的交易策略 一.txt
264,2023年度精选策略,66.基于动量和反转效应的沪深300成分股策略.txt,2023年度精选策略\66.基于动量和反转效应的沪深300成分股策略.txt,4985,132,utf-8,True,initialize|run_daily|set_benchmark|order_value,6cb29d4d9ba8,False,normalized\2023年度精选策略\66.基于动量和反转效应的沪深300成分股策略.txt
265,2023年度精选策略,68.宽基BBI动量追涨，完美避开这波大跌~.txt,2023年度精选策略\68.宽基BBI动量追涨，完美避开这波大跌~.txt,7743,209,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_value,4d8fd9a260f3,False,normalized\2023年度精选策略\68.宽基BBI动量追涨，完美避开这波大跌~.txt
266,2023年度精选策略,69.选取向上趋势的股票.txt,2023年度精选策略\69.选取向上趋势的股票.txt,3537,129,utf-8,True,get_price,57ad7e8d02a4,False,normalized\2023年度精选策略\69.选取向上趋势的股票.txt
267,2023年度精选策略,7.ETF动量轮动RSRS择时-魔改3小优化.txt,2023年度精选策略\7.ETF动量轮动RSRS择时-魔改3小优化.txt,8440,172,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price,22e60ed976fb,False,normalized\2023年度精选策略\7.ETF动量轮动RSRS择时-魔改3小优化.txt
268,2023年度精选策略,70.回踩均线搏反弹，21年来70%，无未来（测试第一弹）.txt,2023年度精选策略\70.回踩均线搏反弹，21年来70%，无未来（测试第一弹）.txt,13423,391,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_value|get_price|get_fundamentals,1970782c2adb,False,normalized\2023年度精选策略\70.回踩均线搏反弹，21年来70%，无未来（测试第一弹）.txt
269,2023年度精选策略,71.lightGBM.txt,2023年度精选策略\71.lightGBM.txt,24413,840,utf-8,True,,e94eb22bd903,False,normalized\2023年度精选策略\71.lightGBM.txt
270,2023年度精选策略,72.优化了一下宽基etf追涨的策略，值得深入研究.txt,2023年度精选策略\72.优化了一下宽基etf追涨的策略，值得深入研究.txt,9401,244,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_value,6730d7592f4f,False,normalized\2023年度精选策略\72.优化了一下宽基etf追涨的策略，值得深入研究.txt
271,2023年度精选策略,73.MACD多周期共振，精准打击！.txt,2023年度精选策略\73.MACD多周期共振，精准打击！.txt,12339,311,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value|get_fundamentals,fd47fa0e6401,False,normalized\2023年度精选策略\73.MACD多周期共振，精准打击！.txt
272,2023年度精选策略,74.勾股神器2代码40行，年化一百点.txt,2023年度精选策略\74.勾股神器2代码40行，年化一百点.txt,2278,44,utf-8,True,initialize|run_daily|set_benchmark|order_value,a99a3193c736,False,normalized\2023年度精选策略\74.勾股神器2代码40行，年化一百点.txt
273,2023年度精选策略,75.机器学习策略分享.txt,2023年度精选策略\75.机器学习策略分享.txt,13416,381,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price|get_fundamentals,d2da6b2acffe,False,normalized\2023年度精选策略\75.机器学习策略分享.txt
274,2023年度精选策略,76.半年6.5倍--次新股排板一式.txt,2023年度精选策略\76.半年6.5倍--次新股排板一式.txt,17080,284,utf-8,True,initialize|run_daily|set_benchmark|set_universe|order_value|get_price,9e33a43f5abc,False,normalized\2023年度精选策略\76.半年6.5倍--次新股排板一式.txt
275,2023年度精选策略,77.【基金增强思考2.0】优秀基金的持续性与周期的关系密不可分.txt,2023年度精选策略\77.【基金增强思考2.0】优秀基金的持续性与周期的关系密不可分.txt,4493,128,utf-8,True,initialize|run_monthly|set_benchmark,9cb15b618abb,False,normalized\2023年度精选策略\77.【基金增强思考2.0】优秀基金的持续性与周期的关系密不可分.txt
276,2023年度精选策略,78.EPS+MS因子的大盘蓝筹策略.txt,2023年度精选策略\78.EPS+MS因子的大盘蓝筹策略.txt,11168,246,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,d2389c302550,False,normalized\2023年度精选策略\78.EPS+MS因子的大盘蓝筹策略.txt
277,2023年度精选策略,79.过滤两个因子，12年15倍的roa选股500指数增强.txt,2023年度精选策略\79.过滤两个因子，12年15倍的roa选股500指数增强.txt,19602,546,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,eacb974ee5af,False,normalized\2023年度精选策略\79.过滤两个因子，12年15倍的roa选股500指数增强.txt
278,2023年度精选策略,8.iAlpha 基金投资策略.txt,2023年度精选策略\8.iAlpha 基金投资策略.txt,1588,43,utf-8,True,run_monthly|order_target_value|order_value,d501e2638ada,False,normalized\2023年度精选策略\8.iAlpha 基金投资策略.txt
